cat_id;cat_name;theme_id;theme_name;comment_text
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Разбитый участок дороги 100 м.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Асфальтное покрытие в городе Орск от проспекта Мира 2 до ул.Металлистов 3 находится в не нормативном состоянии на протяжении 5 лет.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Прошу проверить состояние автодороги посёлок Ленина ул. Дорожная на соответствие требованиям ГОСТ P50597-93
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Огромная дыра в асфальте, ограждение ее не закрывает, внизу лежат палки с торчащими гвоздями. В связи с тем, что вокруг находятся одни стройки, попасть в детский сад №19 корп. 2 возможно только с улицы Саморядова, то есть люди с маленькими детьми постоянно проходят мимо этой ямы и могут по неосторожности упасть вниз. Прошу закрыть данную яму и сделать возможным проход к детскому саду №19 корп.2 не только с данной улицы
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;тротуар бани на тагильской 39. не ровно положили асфальт люди спатыкаются и часто падают
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Добрый день. По адресу ул. Гагарина, 35 (дорога между домом и д/с №200) глубокие ямы и выбоины, затрудняют движение автомобилей.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте! Жители города Бугуруслана обращаются с просьбой отремонтировать дорогу по ул. Соловьиная, и где пересекается с ул. Тульская, так как дорога находится в неудовлетворительном состоянии. На нашей улице проживает очень много детей, которые ходят как в школу, так и в детский сад, но по этой дороге невозможно ходить, так как отсутствует твёрдое покрытие, особенно в весенне-осенний период во время распутицы. В этот период времени ни скорая помощь, ни пожарная не могут проехать по этой дороге. Очень просим Вас помочь в решении данной проблемы.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Просел грунт и образовалась яма на тротуаре со стороны проспекта у дома 39 по пр. Ленина в г. Орске.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Дорога в ужасном состоянии,не проехать не пройти.Очень просим о помощи в разрешении данного обращения.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"На тротуаре возле входа в СК ""Олимпийский"" плитка разрушилась и провалилась, ходить стало опасно, особенно для пенсионеров. Прошу отремонтировать данный участок тротуара."
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"Уважаемые господа! Обращаются к Вам за помощью жильцы многоквартирных  домов Туркестанская 39/3, 39/1. Во время ремонта улицы Туркестанской весь поток автомобилей проходил по нашему двору, который для этого не предназначен,построен был в далекие 60е годы,нет даже тротуара для пешеходов а дом находится между двумя детскими садиками № 33 и № 133. В результате интенсивной эксплуатации участок дороги возле домов и участок дороги с ул.Уральской д лицея № 5 длиной 50-70м пришел в аварийное состояние, по которому проходить не безопасно, особенно родителям с детьми. Просим Вас оказать содействие в решении данного вопроса.
С уважением Спирин ВН и жильцы нашего дома."
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Дорога находится в очень плохом состоянии, как минимум два года нету никакого ремонта дорожного полотна. Много ям, выбоин.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"В нашем районе вокзала в Старом городе отремонтировали много улиц - спасибо огромное! Но перекрёсток ул. Вокзальной и Вокзального шоссе остался отремонтированным НАПОЛОВИНУ! 
Из-за этого автовладельцы вынужденно выезжают на встречную полосу на перекрёстке, чтобы хоть как-то разъехаться встречным машинам! Это создаёт постоянную ПРЕДАВАРИЙНУЮ СИТУАЦИЮ! 
На этом же перекррёстке, при повороте на Вокзальное шоссе со стороны компании ШАР, сплошная череда РЫТВИН! И снова люди стремятся объезжать эти колдобины по встрече. 
Пожалуйста, пока ещё можно до слякоти и зимы это место отремонтировать - сделайте что-нибудь! Жители вокзала, посёлка Кирпичный и ОЗТП будут Вам очень-очень благодарны!"
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"Прошу принять меры и восстановить дорожное полотно, которое было значительно повреждено при строительстве дороги на улице Уральской в 2019 году. 
Более полутора лет данный участок дороги, ведущий к жилым домам ЖК «Дубки», остается в неудовлетворительном состоянии и затрудняет движение автомобильного транспорта и пешеходов."
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Огромная яма на дороге, которую никак не объехать, не обойти. Из года в год она, уже много лет на этом месте.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте! Месяц назад на ул. Степана Разина демонтировали бордюры, разрушили тротуары, при этом сделав невозможным заезд на автомобилях во дворы частных домов. За этот месяц никаких работ исполнитель ремонтных работ не вёл и не ведёт по состоянию на сегодня. Кто-нибудь контролирует работу подрядчика? Есть вообще график работ или подрядчик предоставлен сам себе? Зачем нужно было срочно выковыривать бордюры, если никто их укладывать пока не собирается? Вы хотите повторить прошлогоднюю ситуацию с Туркестанской?
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Б - безбарьерная среда по оренбургски. Перекресток Новой и Пролетарской около трк Гулливер. Не доделали тольуар и решили, что и так сойдет. Подумаешь нагрузка на ГКБ 4 немного увеличится.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;на улице карагандинской рядом с трк сокол коммунальная служба латала провал под асфальтом и оставили после себя ямку засыпав её песком, песок вымыть дождями и теперь машины ломают себе подвеску. прошу заасфальтировать эту полоску
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте! Хотелось бы обратить внимание на отвратительное состояние покрытия на дороге на больничном проезде 10 между домами 8 и 8а. Такая ситуация уже более 7 лет. Дорога является подъездом к областной детской стоматологии и естественно каждый день десятки машин. Неоднократно тут пробивали колёса и царапали низ машин. Прошу обратить внимание и исправить данный участок дороги
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте, в Орске на против дома по ул.Сорокина 22, на дорожном покрытии яма. Прошу помочь в решении этой проблемы. Заранее спасибо.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Добрый день!Проблема заключается в том, что по этой лестнице опасно спускаться в подниматься. Там ежедневно ходят работающие люди, и пенсионеры, и скоро дети пойдут в школу, и сады.  Другого варианта (спуска-подъема)просто нет. По дороге грязь, ямы , это единственный вариант как добраться до города быстрее пешком. А что будет, когда погода испортится, когда гололед? Помогите, пожалуйста, отремонтировать ступеньки.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;На дороге, ведущей к дому 9А по ул. Пацаева в г. Орске глубокие ямы.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте.участок дороги по ул. Орджоникидзе находящийся между улицами Краснознаменная и ул.Кирова в многочисленных ямах,на фото это не передать, только проехать на машине ,чтобы понять.хотябы отсыпать срезом.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте, подскажите пожалуйста, когда будут произведены работы по устранению ям на пешеходном переходе перекрёстка улиц Родимцева и Брестской, в районе остановки Родимцева. Сам пешеходный переход не оборудован, нет спуска с тротуара. Так теперь и ямы разрослись, что практически не возможно по нему ходить.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Тротуарная плитка сильно повреждена и создает опасность для  граждан. В целом как и повреждения ступенек в подземном переходе
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте, за домом по адресу ул.Комарова 20.  на дорожном покрытии ямы. Прошу помочь решить данную проблему. Спасибо.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;При подготовке к работам «Росводоканал Оренбург» по прокладке трубопровода методом горизонтально-наклонного бурения по ул. Ваана-Теряна от ул. Одесской до ул. Кардонная, проводились работы по вскрытию участков дорожного покрытия по выявлению пересечений с другими коммуникациями. На участке дорожного покрытия по ул. Ваана-Теряна между домами 22 и 24 проводилось вскрытие полотна дороги, после чего участок был засыпан. Но при работах по восстановлению дорожного полотна участок не был отремонтирован. В соответствии с Постановлением администрации г. Оренбурга №2240-п от 12.09.2012 г. Должны быть выполнены работы согласно п. 3.6 данного Постановления.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Яма на всю дорогу...
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Участок дороги 150 метров от ул. Новая (асфальтовое покрытие) до дома № 14 ул. Новая ( проезд во дворы к дому №257) -  разрушено асфальтовое покрытие, ямы более 15 см глубиной и от 20 до 80-100 см в диаметре. При маневрировании автомобилей для объезда ям водители выезжают на пешеходный участок, что создает угрозу жизни пешеходам.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;На ул. Гомельской в г. Орске от пересечения с ул. Кременчугской до пересечения с ул. Короленко на дороге множество глубоких ям.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Уже несколько лет там такие ямы, что приходится медленно объезжать их как по минному полю.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;на улице Карагандинской в районе трц Сокол смыло асфальт
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"Дорога в СНТ Электрон, СНТ Кирпичник, СНТ Сады Гелиевого завода для сотен горожан становиться просто невыносимой из за отсутствия асвальтого покрытия от посёлка Ленина до конечной остановки. Гредернон покрытие в уластном состоянии. Пыль, тряска, вибрации люди испытывают ежедневно, а это в основном люди преклонного возраста. Люди ждут на остановках рейсовый автобус и глотают пыль от проходящего мимо транспорта. 
Нам необходимо асвальтовое покрытие на данном участке. Подумайте о людях!"
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте. протяжении трех лет добиваюсь асфальтирования дороги к дому 170 по проспекту Победы города Оренбурга. От администрации города,министерства строительства и дорожного хозяйства,администрации Северного округа одни отписки.Перекладывают обязанности друг на друга.домой пока доедешь,всю машину разобьешь.прошу решить нашу проблему
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;На пересечении ул. Гомельская и ул. Короленко у дома N121/13 в г. Орске выбоина перед колодцем, расположенным на проезжей части.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Добрый день.тратуар местами отсутствует.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"Добрый день! 
По проспекту Гагарина 29 А рядом с магазином Чайка вдоль дороги очень плохое покрытие. Плитка в ужасном состоянии, шла и повредила ногу, ходим как по мирному полю"
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Тротуар разрушен, второй год не устраняется дефект
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Яма на дороге. Ежедневно автомобилисты оставляют в ней колёса и подвеску.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Ямы, выбоины, выступы на дороге. Разбитый тротуар.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"На проезжей части (пешеходный переход) по адресу ,пр. Победы 118 образовался провал.
Увеличение ямы приведет к опасной ситуации при маневрах автомобилей.
По этому переходу дети идут в школу и детский сад.
Прошу в кратчайшие сроки произвести ремонт дороги."
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте. Улица Озеленителей находится в плохом состоянии: ямы, кочки, трещины на всей протяженности. Прошу сделать хотя бы ямочный ремонт с выравниванием бугров.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Глубокая яма на проезжей части
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Проблема возникла в связи с переносом остановки МЖК. остановку перенесли, карман сделали. Но теперь попасть с этой остановки на ул. Конституции и Березки будет невозможно. Раньше рядом с регулируемым переходом была асфальтированная дорожка к улицам конституции и Березки. Теперь эта дорожка оказалась за остановкой. Новой дорожки не сделали и не уже ремонт закончен. В итоге, хотели как лучше, а получилось, что остановка МЖК доступна теперь только для жителей МЖК. У нас в доме Березки 2/5 проживают два инвалида по зрению, мамочки с колясками куда? Только в грязь. Причём те, кто ремонтировали ул. Конституции подумали об этом тротуаре, и сделали заход на дорожку. но хозяина в городе нет. Одного.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Остановка 1 городская больница. Спуск в подземный переход .
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Добрый день! Отремонтируйте, пожалуйста, ямы!
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;По проспекту Гагарина 44/3 выбоины на тратуаре повсеместно, тяжело гулять с детьми или коляской.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Тротуар не доделали, бросили, работы больше не ведутся на этом месте. Зачем сняли ровное хорошее покрытие, чтоб мы ноги ломали по камням?
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;В 2020г шел ремонт дорог по ул туркестанской и аксакова и весь транспорт шел в объезд по ул красногорской вдоль областной больницы. Асфальт был и так с ямами а после такой массовой езды машин пришел вовсе в негодность яма на яме В связи с этим прошу вас обратить внимание на данный участок дороги ведь по ней еще и скорые везут в больницу больных .Заранее благодарны за помощь.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Дороги попросту нет. одни ямы
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Дорога находится в ужасном состоянии: ямы, гребёнка.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Большие ямы на второстепенной дороге, ведущей во дворы домов. Водители объезжают их по газонам и тротуарам
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Прошу обратить внимание и отремонтировать участок улицы совхозной от карагандинской до полигонной. Размеры повреждений дорожного покрытия огромны,это создает пробки в вечернее время.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Участок дороги на ул.Кима от ул.Чкалова до ул. Туркестанской в очень плохом состоянии.Глубокие ямы,которые уже даже объехать не получается,так как они на всю дорогу
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;На ул. 10 линия около магазина Строитель уже много лет имеются несколько поперечных прорезей асфальтового покрытия. В этом году они стали ещё больше, явно больше допустимых нормами размеров. Прошу привести данный участок дороги в соответствие с требованиями
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"Здравствуйте!
УЖКХ г.Орска с 2019г. не выполнила ремонт участка дороги в районе ул.Горького 114, подъезд к мусорной площадке Горького 119."
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;вся дорога просто в ужасном состоянии,  начиная с пересечения улица Суворова и Новосибирской вся улица Новосибирская вплоть до пересечения улицы вяземской как после бомбёжки и улица вяземская в таком же состоянии.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте.провал асфальта возле колодца.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;"После ремонта тротуаров при остановке ""МЖК""  не заменили/отремонтировали лестницу вниз в сторону лесополосы"
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Ул деповская 67 а дороги вообще нет ездить невозможно
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Разбитая дорога
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Восстановите асфальтное покрытие тротуара на ул. Ленинградская д. 41, а то после дождя там будет просто грязь, копали к дому испортили новый тротуар, не исправили.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Провал асфальта на проезжей части. Перекрёсток ул. Аксакова и Маршала Жукова
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Яма на тротуаре
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;По всему пер. Квартальному невозможно двигаться на автомобиле, все дорожное полотно в ямах и рытвинах, там находится школа, а автомобили ездят по обочинам из-за ям на дороге.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Ямы, нужен ремонт на участе пер. Бассеенный и Донецкой (вдоль ВТБ)
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Асфальтовый срез с ул.Ростошинской,  который является муниципальной собственностью, уже направо и налево разбрасывают власти Южного округа по одним им известным каким-то спискам. Вместо отсыпки асфальтовым срезом муниципальной улицы Миланской, которую поручено сделать ещё в прошлом году по коллективному обращению жителей. Это фото сделаны только что в Ростошах.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Здравствуйте между домами по адресу Алтайская 12 и 12в после ремонтных работ образовалась яма в дорожном покрытии,с каждым днём яма расширяется и становится глубже
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;В с. Асекеево по улице Степная с 3 по 21 дом требуется выполнить ремонт щебеночного покрытия, а также решить проблему с лужей на стыке с Рабочей улицей. Примите, пожалуйста, меры. Спасибо.
1;Дороги;12;Ямы, выбоины, выступы на дороге, тротуаре;Дорога по ул. Иркутская в г. Орске в ненормативном состоянии: дорога неровная, с большим перепадом высоты, в ямах и ухабах, в основном глиняная, весной и осенью слякоть, по которой невозможно пройти, отсутствует отвод ливневой воды, поэтому вода течет от пр. Ленина, 90 вниз по Иркутской до ул. Короленко, образуя там огромную лужу. В месте пересечения ул. Иркутской и ул. Короленко огромная выбоина. После пересечения с ул. Короленко вниз по ул. Иркутской дорога также в плохом состоянии.
